release_date,title,runtime,tagline,vote_average,vote_count,director
21-06-1996,Eraser,115.0,He will erase your past to protect your future.,5.6,543,Chuck Russell
25-12-2012,Django Unchained,165.0,"Life, liberty and the pursuit of vengeance.",7.8,10099,Quentin Tarantino
21-06-1996,The Hunchback of Notre Dame,91.0,,6.8,1129,Gary Trousdale
09-12-2000,The Emperor's New Groove,78.0,It's All About.....ME!,7.2,1490,Mark Dindal
08-08-2012,The Expendables 2,103.0,Back for War.,6.1,2896,Simon West
19-11-2004,National Treasure,131.0,The greatest adventure history has ever revealed.,6.4,1926,Jon Turteltaub
14-12-2006,Eragon,104.0,"As darkness falls, the last dragon will choose its rider.",4.9,967,Stefen Fangmeier
16-10-2009,Where the Wild Things Are,101.0,There's one in all of us.,6.4,572,Spike Jonze
15-05-2013,Epic,102.0,Discover a world beyond your imagination,6.4,1121,Chris Wedge
08-12-2010,The Tourist,103.0,It all started when he met a woman,6.0,1699,Florian Henckel von Donnersmarck
24-11-1999,End of Days,121.0,Prepare for the end.,5.5,482,Peter Hyams
07-12-2006,Blood Diamond,143.0,It will cost you everything.,7.3,2281,Edward Zwick
25-12-2013,The Wolf of Wall Street,180.0,EARN. SPEND. PARTY.,7.9,6571,
31-05-1995,Batman Forever,121.0,"Courage now, truth always...",5.2,1498,Joel Schumacher
06-11-1997,Starship Troopers,129.0,The only good bug is a dead bug.,6.7,1560,Paul Verhoeven
26-10-2012,Cloud Atlas,172.0,Everything is Connected,6.6,2977,Tom Tykwer
10-07-2010,Legend of the Guardians: The Owls of Ga'Hoole,97.0,On his way to finding a legend...he will become one.,6.5,703,Zack Snyder
22-07-2004,Catwoman,104.0,CATch her in IMAX,4.2,808,Pitof
23-07-2014,Hercules,99.0,"Before he was a legend, he was a man.",5.6,1680,Brett Ratner
26-11-2002,Treasure Planet,95.0,Find your place in the universe.,7.2,948,Ron Clements
05-06-2009,Land of the Lost,102.0,Right place. Wrong time.,5.3,381,Brad Silberling
04-08-2014,The Expendables 3,127.0,New team. New attitude. New mission.,6.1,1795,Patrick Hughes
03-12-2015,Point Break,114.0,The only law that matters is gravity,5.5,783,Ericson Core
18-02-2005,Son of the Mask,94.0,Who's next?,3.6,338,Lawrence Guterman
20-11-2015,In the Heart of the Sea,122.0,Based on the incredible true story that inspired Moby Dick,6.5,1276,Ron Howard
15-08-2002,The Adventures of Pluto Nash,95.0,Action's future has arrived...,4.4,142,Ron Underwood
11-03-2010,Green Zone,115.0,Chief Warrant Officer Roy Miller is done following orders,6.4,717,Paul Greengrass
05-11-2015,The Peanuts Movie,88.0,The story of an underdog. And his dog.,6.5,604,Steve Martino
08-09-1997,The Spanish Prisoner,110.0,It's the oldest con in the book.,7.1,73,David Mamet
28-04-2001,The Mummy Returns,130.0,The most powerful force on earth is about to be unleashed by the two people who should know better.,6.0,2206,Stephen Sommers
14-12-2002,Gangs of New York,167.0,America was born in the streets.,7.1,1910,Martin Scorsese
15-12-2011,The Flowers of War,145.0,,7.1,187,Zhang Yimou
08-06-2007,Surf's Up,85.0,"In the coldest place on Earth, he's the hottest thing around.",5.9,601,Ash Brannon
10-06-2004,The Stepford Wives,93.0,The wives of Stepford have a secret.,5.4,334,Frank Oz
28-12-2001,Black Hawk Down,144.0,Leave No Man Behind.,7.2,1811,Ridley Scott
09-08-2012,The Campaign,85.0,May The Best Loser Win.,5.6,578,Jay Roach
07-05-1997,The Fifth Element,126.0,There is no future without it.,7.3,3885,Luc Besson
26-05-2010,Sex and the City 2,146.0,Carrie on.,5.4,426,Michael Patrick King
31-03-2000,The Road to El Dorado,89.0,They came for the gold... they stayed for the adventure.,7.0,858,Don Michael Paul
26-06-2012,Ice Age: Continental Drift,88.0,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift.",6.2,2672,Steve Martino
12-03-2015,Cinderella,105.0,Midnight is just the beginning.,6.7,2374,Kenneth Branagh
26-12-2009,The Lovely Bones,136.0,The story of a life and everything that came after...,6.6,1065,Peter Jackson
30-05-2003,Finding Nemo,100.0,"There are 3.7 trillion fish in the ocean, they're looking for one.",7.6,6122,Andrew Stanton
01-12-2003,The Lord of the Rings: The Return of the King,201.0,The eye of the enemy is moving.,8.1,8064,Peter Jackson
18-12-2002,The Lord of the Rings: The Two Towers,179.0,A New Power Is Rising.,8.0,7487,Peter Jackson
12-12-2014,Seventh Son,102.0,"When darkness falls, the son will rise. When the son falls, the dark knight will rise.",5.2,957,Sergei Bodrov
11-06-2001,Lara Croft: Tomb Raider,100.0,Born into Wealth. Groomed by the Elite. Trained for Combat.,5.7,2192,Simon West
16-04-2014,Transcendence,119.0,"Yesterday, Dr. Will Caster was only human...",5.9,2295,Wally Pfister
18-07-2001,Jurassic Park III,92.0,"This time, it's not just a walk in the park!",5.7,2077,Joe Johnston
03-08-2011,Rise of the Planet of the Apes,105.0,Evolution Becomes Revolution.,7.0,4347,Rupert Wyatt
14-02-2008,The Spiderwick Chronicles,95.0,Their World Is Closer Than You Think.,6.3,572,Mark Waters
06-02-2013,A Good Day to Die Hard,98.0,Yippee Ki-Yay Mother Russia,5.2,3493,John Moore
07-04-2004,The Alamo,137.0,You will never forget,5.8,106,John Lee Hancock
05-11-2004,The Incredibles,115.0,"No gut, no glory",7.4,5152,Brad Bird
22-12-1995,Cutthroat Island,119.0,The Course Has Been Set. There Is No Turning Back. Prepare Your Weapons. Summon Your Courage. Discover the Adventure of a Lifetime!,5.7,136,Renny Harlin
01-02-2010,Percy Jackson & the Olympians: The Lightning Thief,118.0,Worlds Collide,6.0,2010,Chris Columbus
02-07-1997,Men in Black,98.0,Protecting the Earth from the scum of the universe.,6.9,4412,Barry Sonnenfeld
30-10-1999,Toy Story 2,92.0,The toys are back!,7.3,3806,John Lasseter
04-11-2010,Unstoppable,98.0,"1,000,000 Tons. 100,000 Lives. 100 Minutes.",6.3,1165,Tony Scott
03-08-2001,Rush Hour 2,90.0,Get ready for a second Rush!,6.4,1054,Brett Ratner
21-07-2000,What Lies Beneath,130.0,He was the perfect husband until his one mistake followed them home.,6.3,488,Robert Zemeckis
17-09-2009,Cloudy with a Chance of Meatballs,90.0,Prepare to get served.,6.5,1747,Phil Lord
29-06-2009,Ice Age: Dawn of the Dinosaurs,94.0,You Won't Believe Your Ice!,6.5,2271,Carlos Saldanha
18-12-2013,The Secret Life of Walter Mitty,114.0,"Stop Dreaming, Start Living",7.0,3144,Ben Stiller
02-11-2000,Charlie's Angels,98.0,Get Some Action,5.6,1232,McG
05-10-2006,The Departed,151.0,Lies. Betrayal. Sacrifice. How far will you take it?,7.9,4339,Martin Scorsese
18-06-1998,Mulan,88.0,"This time, the princess saves the prince.",7.6,2008,Tony Bancroft
09-08-2008,Tropic Thunder,107.0,The movie they think they're making... isn't a movie anymore.,6.5,1667,Ben Stiller
14-12-2011,The Girl with the Dragon Tattoo,158.0,Evil shall with evil be expelled.,7.2,2434,David Fincher
19-05-1995,Die Hard: With a Vengeance,128.0,Think fast. Look alive. Die hard.,6.9,2066,John McTiernan
23-12-2009,Sherlock Holmes,128.0,Nothing escapes him.,7.0,5766,Guy Ritchie
17-08-2016,Ben-Hur,125.0,First to finish. Last to die.,5.3,621,Timur Bekmambetov
02-06-2001,Atlantis: The Lost Empire,95.0,Atlantis is waiting...,6.7,1224,Gary Trousdale
17-12-2015,Alvin and the Chipmunks: The Road Chip,92.0,Fast & furry-ous,5.8,428,Walt Becker
25-12-2008,Valkyrie,121.0,Many saw evil. They dared to stop it.,6.7,1173,Bryan Singer
05-06-2008,You Don't Mess with the Zohan,113.0,Lather. Rinse. Save the world.,5.5,1048,Dennis Dugan
16-07-2015,Pixels,105.0,Game On.,5.6,2513,Chris Columbus
29-06-2001,A.I. Artificial Intelligence,146.0,"David is 11 years old. He weighs 60 pounds. He is 4 feet, 6 inches tall. He has brown hair. His love is real. But he is not.",6.8,1974,Steven Spielberg
25-11-2003,The Haunted Mansion,99.0,Check your pulse at the door... if you have one.,5.2,466,Rob Minkoff
11-07-1997,Contact,150.0,"If it's just us, it seems like an awful waste of space.",7.2,1308,Robert Zemeckis
04-08-2000,Hollow Man,112.0,What would you do if you knew you couldn't be seen?,5.6,634,Paul Verhoeven
08-04-2005,The Interpreter,128.0,The truth needs no translation.,6.2,392,Sydney Pollack
07-08-2013,Percy Jackson: Sea of Monsters,106.0,"Where There Are Gods, There Are Monsters.",5.9,1648,Thor Freudenthal
21-07-2003,Lara Croft Tomb Raider: The Cradle of Life,117.0,Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box,5.5,1418,Jan de Bont
02-06-2016,Now You See Me 2,129.0,You Haven't Seen Anything Yet,6.7,3235,Jon M. Chu
03-04-1997,The Saint,116.0,Never reveal your name. Never turn your back. Never surrender your heart.,5.9,302,Phillip Noyce
18-11-2001,Spy Game,126.0,It's not how you play the game. It's how the game plays you.,6.8,579,Tony Scott
10-03-2000,Mission to Mars,114.0,Let There Be Life.,5.7,369,Brian De Palma
03-04-2011,Rio,96.0,1 out of every 8 Americans is afraid of flying. Most of them don't have feathers.,6.5,2166,Carlos Saldanha
17-12-1999,Bicentennial Man,131.0,One robot's 200 year journey to become an ordinary man.,6.9,963,Chris Columbus
25-04-1997,Volcano,104.0,The coast is toast,5.2,376,Mick Jackson
12-03-1997,The Devil's Own,107.0,"They come from different worlds. They fight for different causes. Now, two men from opposite sides of the law are about to go to war.",5.9,290,Alan J. Pakula
19-07-2002,K-19: The Widowmaker,138.0,Fate has found its hero.,6.1,264,Kathryn Bigelow
02-04-1982,Conan the Barbarian,129.0,Thief. Warrior. Gladiator. King.,6.6,650,John Milius
02-06-2005,Cinderella Man,144.0,One man's extraordinary fight to save the family he loved.,7.3,616,Ron Howard
24-11-2010,The Nutcracker: The Untold Story,110.0,,5.4,50,Andrei Konchalovsky
22-07-2003,Seabiscuit,141.0,The hopes of a nation rode on a long shot.,6.7,216,Gary Ross
10-05-1996,Twister,113.0,The Dark Side of Nature.,6.1,950,Jan de Bont
22-12-2000,Cast Away,143.0,"At the edge of the world, his journey begins.",7.5,3218,Robert Zemeckis
16-11-2006,Happy Feet,108.0,WARNING: May Cause Toe-Tapping.,5.9,1410,George Miller
23-07-2004,The Bourne Supremacy,108.0,They should have left him alone.,7.2,2825,Paul Greengrass
25-07-1997,Air Force One,124.0,The fate of a nation rests on the courage of one man.,6.2,840,Wolfgang Petersen
07-12-2001,Ocean's Eleven,116.0,Are you in or out?,7.2,3783,Steven Soderbergh
31-08-2011,The Three Musketeers,110.0,Every legend has a new beginning.,5.6,924,Paul W.S. Anderson
20-09-2012,Hotel Transylvania,91.0,Where monsters go to get away from it all,6.8,2566,Genndy Tartakovsky
20-11-2007,Enchanted,107.0,This fairytale princess is about to meet a real Prince Charming,6.6,1449,Kevin Lima
09-02-2012,Safe House,115.0,No one is safe,6.3,1345,Daniel Espinosa
07-10-2000,102 Dalmatians,100.0,Meet Two Unlikely Heroes With A Bone To Pick.,5.1,313,Kevin Lima
02-11-2011,Tower Heist,104.0,Ordinary guys. An extraordinary robbery.,5.8,932,Brett Ratner
08-12-2006,The Holiday,136.0,It's Christmas Eve and we are going to go celebrate being young and being alive.,6.7,1225,Nancy Meyers
20-11-1998,Enemy of the State,132.0,It's not paranoia if they're really after you.,6.7,1240,Tony Scott
23-12-2009,It's Complicated,121.0,First comes marriage. Then comes divorce. And then...,6.2,360,Nancy Meyers
07-06-2007,Ocean's Thirteen,122.0,What are the odds of getting even? 13 to one.,6.5,1999,Steven Soderbergh
29-09-2006,Open Season,83.0,One Fur All & All Fur One,6.1,656,Jill Culton
14-03-2014,Divergent,139.0,What makes you different makes you dangerous.,6.9,4663,Neil Burger
13-03-2001,Enemy at the Gates,131.0,Some Men Are Born To Be Heroes.,7.2,999,Jean-Jacques Annaud
26-09-2003,The Rundown,104.0,cut to the chase,6.4,514,Peter Berg
18-06-1993,Last Action Hero,130.0,This isn't the movies anymore.,6.1,712,John McTiernan
06-12-2005,Memoirs of a Geisha,145.0,"My world is as forbidden as it is fragile; without its mysteries, it cannot survive.",7.3,652,Rob Marshall
03-06-2006,The Fast and the Furious: Tokyo Drift,104.0,"On the streets of Tokyo, speed needs no translation...",6.1,1705,Justin Lin
22-02-2011,Arthur Christmas,97.0,Ever wonder how 2 Billion presents get delivered all in 1 night?,6.7,333,Barry Cook
12-11-1998,Meet Joe Black,178.0,Sooner or later everyone does.,6.9,1147,Martin Brest
06-02-2002,Collateral Damage,108.0,What would you do if you lost everything?,5.5,427,Andrew Davis
20-12-1979,All That Jazz,123.0,All that work. All that glitter. All that pain. All that love. All that crazy rhythm. All that jazz.,7.3,85,Bob Fosse
15-03-2012,Mirror Mirror,106.0,The Snow White legend comes alive.,5.5,1114,Tarsem Singh
27-07-2010,Scott Pilgrim vs. the World,112.0,Get the hot girl. Defeat her evil exes. Hit love where it hurts.,7.2,2126,Edgar Wright
28-03-2003,The Core,136.0,Earth has a deadline.,5.4,516,
27-07-2000,Nutty Professor II: The Klumps,106.0,The Klumps are back!,4.7,332,Peter Segal
14-06-2002,Scooby-Doo,88.0,Get a Clue,5.4,820,Raja Gosnell
07-09-2012,Dredd,95.0,Judgement is coming,6.6,1940,Pete Travis
22-06-2006,Click,107.0,What If You Had A Remote... That Controlled Your Universe?,6.0,2104,Frank Coraci
12-11-1982,Creepshow,120.0,The Most Fun You'll Ever Have... BEING SCARED!,6.7,226,George A. Romero
30-07-2010,Cats & Dogs 2 : The Revenge of Kitty Galore,82.0,Just like real spies... only furrier.,4.9,119,Brad Peyton
10-02-2008,Jumper,88.0,anywhere is possible.,5.9,1799,Doug Liman
11-07-2008,Hellboy II: The Golden Army,120.0,Saving the world is a hell of a job.,6.5,1527,Guillermo del Toro
02-03-2007,Zodiac,157.0,There's more than one way to lose your life to a killer.,7.3,2023,David Fincher
17-11-2000,The 6th Day,123.0,Are You Who You Think You Are,5.7,595,Roger Spottiswoode
23-05-2003,Bruce Almighty,101.0,In Bruce we trust,6.4,3012,Tom Shadyac
03-08-2010,The Expendables,103.0,Choose Your Weapon.,6.0,2926,Sylvester Stallone
22-05-1996,Mission: Impossible,110.0,Expect the Impossible.,6.7,2631,Brian De Palma
12-03-2012,The Hunger Games,142.0,May The Odds Be Ever In Your Favor.,6.9,9455,Gary Ross
25-05-2011,The Hangover Part II,102.0,The Wolfpack Is Back,6.2,3739,Todd Phillips
19-06-1992,Batman Returns,126.0,"The Bat, the Cat, the Penguin.",6.6,1673,Tim Burton
22-04-2006,Over the Hedge,83.0,Taking back the neighborhood... One snack at a time.,6.3,1074,Karey Kirkpatrick
21-06-2002,Lilo & Stitch,85.0,He's coming to our galaxy.,7.1,1314,Chris Sanders
15-12-2006,Charlotte's Web,97.0,"Something unexpected, unbelievable, unforgettable.",5.8,288,Gary Winick
08-05-1998,Deep Impact,120.0,Heaven and Earth are about to collide.,5.9,855,Mimi Leder
18-07-2013,RED 2,116.0,The best never rest.,6.4,1526,Dean Parisot
19-05-2005,The Longest Yard,113.0,"If you can't get out, get even.",6.2,785,Peter Segal
14-12-2011,Alvin and the Chipmunks: Chipwrecked,87.0,This holiday it's gonna get squeaky.,5.4,484,Mike Mitchell
11-07-2013,Grown Ups 2,100.0,Just because they're a little older doesn't mean they've grown up.,5.8,1155,Dennis Dugan
19-06-2008,Get Smart,110.0,Saving The World...And Loving It!,6.0,1051,Peter Segal
12-12-2003,Something's Gotta Give,128.0,Schmucks are people too.,6.3,410,Nancy Meyers
18-02-2010,Shutter Island,138.0,Someone is missing.,7.8,6336,Martin Scorsese
26-11-2008,Four Christmases,88.0,"His father, her mother, his mother and her father all in one day.",5.3,331,Seth Gordon
10-03-2005,Robots,91.0,You can shine no matter what you're made of.,6.0,1333,Chris Wedge
27-06-1997,Face/Off,138.0,"In order to catch him, he must become him.",6.8,1583,John Woo
24-12-2008,Bedtime Stories,99.0,Whatever they dream up... he has to survive.,5.9,901,Adam Shankman
12-07-2002,Road to Perdition,117.0,Pray for Michael Sullivan.,7.3,1077,Sam Mendes
10-02-2011,Just Go with It,117.0,Sometimes a guy's best wingman... is a wingwoman,6.3,1543,Dennis Dugan
01-06-1997,Con Air,115.0,They were deadly on the ground; Now they have wings,6.5,1270,Simon West
25-09-2008,Eagle Eye,118.0,Don't walk. Run.,6.3,1018,D.J. Caruso
24-12-2003,Cold Mountain,154.0,Find the strength. Find the courage. No matter what it takes... find the way home.,6.7,533,Anthony Minghella
14-01-2010,The Book of Eli,118.0,Some will kill to have it. He will kill to protect it.,6.6,2164,Albert Hughes
26-11-1997,Flubber,93.0,Catch it if you can!,5.3,695,Les Mayfield
23-07-1999,The Haunting,113.0,Some houses are born bad.,5.2,369,Jan de Bont
15-11-1996,Space Jam,88.0,Get ready to jam.,6.5,1288,Joe Pytka
18-01-2006,The Pink Panther,93.0,Pardon His French.,5.6,550,Shawn Levy
10-12-2008,The Day the Earth Stood Still,104.0,12.12.08 is the Day the Earth Stood Still,5.2,1043,Scott Derrickson
07-08-1997,Conspiracy Theory,135.0,What if your most paranoid nightmares had just come true?,6.5,431,Richard Donner
15-10-2014,Fury,135.0,War never ends quietly.,7.4,3946,David Ayer
12-06-1998,Six Days Seven Nights,98.0,"After this week in paradise, they’re going to need a vacation.",5.6,332,Ivan Reitman
11-12-2010,Yogi Bear,80.0,Life's a Pic-A-Nic,5.2,220,Eric Brevig
24-05-2002,Spirit: Stallion of the Cimarron,83.0,Leader. Hero. Legend.,7.4,831,Kelly Asbury
06-07-2011,Zookeeper,102.0,Welcome to his jungle.,5.3,498,Frank Coraci
03-04-1998,Lost in Space,130.0,"Danger, Will Robinson!",5.0,388,Stephen Hopkins
30-07-2004,The Manchurian Candidate,129.0,This summer everything is under control.,6.2,393,Jonathan Demme
22-04-1998,Déjà Vu,117.0,Your future is set...,8.0,1,Henry Jaglom
21-09-2015,Hotel Transylvania 2,89.0,They're back to raise a little terror,6.7,1497,Genndy Tartakovsky
17-12-1999,Fantasia 2000,74.0,,7.0,292,James Algar
04-03-2002,The Time Machine,96.0,The greatest adventure THROUGH all time!,5.8,631,Simon Wells
25-12-1998,Mighty Joe Young,114.0,Survival is an instinct.,5.9,208,Ron Underwood
07-06-2001,Swordfish,99.0,Log On. Hack In. Go Anywhere. Get Everything.,6.1,932,Dominic Sena
24-10-2005,The Legend of Zorro,129.0,The original caped crusader is back!,5.9,893,Martin Campbell
02-10-1998,What Dreams May Come,113.0,After life there is more. The end is just the beginning.,6.8,577,Vincent Ward
10-11-2000,Little Nicky,90.0,He's Never Been To Earth. He's Never Even Slept Over Some Other Dude's House.,5.2,438,Steven Brill
26-08-2005,The Brothers Grimm,118.0,Eliminating Evil Since 1812.,5.6,818,Terry Gilliam
12-12-1996,Mars Attacks!,106.0,Nice planet. We'll take it!,6.1,1509,Tim Burton
14-09-2015,Evolution,81.0,,6.4,47,Lucile Hadzihalilovic
06-09-1997,The Edge,117.0,"They were fighting over a woman when the plane went down. Now, their only chance for survival is each other.",6.7,349,Lee Tamahori
24-09-2009,Surrogates,89.0,How do you save humanity when the only thing that's real is you?,5.9,1195,Jonathan Mostow
24-12-2000,Thirteen Days,145.0,You'll never believe how close we came,6.9,189,Roger Donaldson
06-12-1996,Daylight,115.0,No air. No escape. No time.,5.8,378,Rob Cohen
18-12-2013,Walking With Dinosaurs,87.0,The Greatest Adventure in 70 Million Years,5.2,133,Barry Cook
10-05-2000,Battlefield Earth,118.0,Take Back The Planet,3.0,255,Roger Christian
14-11-2003,Looney Tunes: Back in Action,90.0,Real life has never been so animated.,5.6,297,Joe Dante
