ID,ReleaseDate,Rank,Movie,Distributor,Genre,Gross,Tickets Sold
4943,16-10-2015,392,All Things Must Pass,Gravitas Ventures,Documentary,166872,19795
4944,18-12-2015,377,Dilwale,UTV Communications,Romantic Comedy,166631,19263
4945,11-05-2018,393,Boom for Real: The Late Tee…,Magnolia Pictures,Documentary,166616,18289
4946,14-10-2011,364,The Greatest Miracle,KKM Enterprises,Drama,166573,21005
4947,02-08-2024,304,Coup!,Greenwich,Comedy,166559,15450
4948,01-09-2017,372,Valley of Bones,Smith Global Media,Western,166552,18567
4949,09-05-2014,368,God’s Pocket,IFC Films,Drama,166457,20374
4950,03-06-2016,378,The Fits,Oscilloscope Pict…,Drama,166425,19239
4951,31-12-2020,201,I Carry You With Me,Sony Pictures Cla…,Drama,166403,16362
4952,24-05-2013,346,We Steal Secrets: The Story…,Focus Features,Documentary,166243,20448
4953,15-03-2024,305,Remembering Gene Wilder,Kino Lorber,Documentary,166233,15420
4954,08-06-2012,357,Dark Horse,Brainstorm Media,Drama,166228,20882
4955,26-09-2014,393,The Equalizer,Sony Pictures,Action,166112,19705
4956,10-09-2010,357,Fool for Love,Variance Films,Romantic Comedy,165987,21037
4957,05-05-2023,334,Chile ‘76,Kino Lorber,Thriller/Suspense,165958,15394
4958,29-01-2010,358,Rann,Studio 18,Drama,165873,21023
4959,20-07-2018,394,Far From the Tree,Sundance Selects,Documentary,165756,18195
4960,19-12-2014,394,Winter's Sleep,Adopt Films,Drama,165520,19634
4961,09-02-2024,306,The Monk and the Gun,Roadside Attractions,Drama,165470,15349
4962,27-02-2015,395,Snow Girl and the Dark Crys…,Well Go USA,Action,165428,19623
4963,10-06-2016,379,De Palma,A24,Documentary,165237,19102
4964,25-08-2017,373,Polina,Oscilloscope Pict…,Drama,165203,18417
4965,17-06-2022,249,Virata Parvam,,Thriller/Suspense,165000,15669
4966,16-06-2017,374,The Journey,IFC Films,Drama,164994,18393
4967,09-09-2015,396,Time Out of Mind,IFC Films,Drama,164849,19555
4968,22-03-2019,370,Sunset,Sony Pictures Cla…,Drama,164717,17982
4969,06-11-2015,397,Theeb,Film Movement,Adventure,164704,19537
4970,29-12-2010,359,Another Year,Sony Pictures Cla…,Drama,164654,20868
4971,01-10-2014,369,Nas: Time is Illmatic,TriBeca Films,Documentary,164540,20139
4972,31-10-2014,370,Horns,RADiUS-TWC,Horror,164480,20132
4973,06-03-2020,174,Extra Ordinary,Cranked Up Films,Horror,164346,17902
4974,08-12-2023,335,Anselm,Janus Films,Documentary,164294,15240
4975,01-04-2011,365,The Last Godfather,Roadside Attractions,Comedy,164247,20712
4976,13-02-2015,398,C'est Si Bon,CJ Entertainment,Drama,164167,19474
4977,08-04-2016,380,Louder Than Bombs,The Orchard,Drama,163808,18937
4978,16-02-2024,307,No Way Up,IFC Films,Adventure,163756,15190
4979,16-09-2011,366,Restless,Sony Pictures Cla…,Drama,163753,20649
4980,11-11-2015,399,The Last Women Standing,China Lion Film D…,Drama,163406,19383
4981,13-12-2019,175,Cunningham,Magnolia Pictures,Documentary,163020,17758
4982,19-09-2014,371,Keep On Keepin’ On,RADiUS-TWC,Documentary,162530,19893
4983,29-03-2024,308,A Cat’s Life,Blue Fox Entertai…,Adventure,162363,15061
4984,07-10-2011,367,The Happiness of Others,Entertainment One,Romantic Comedy,162303,20466
4985,10-09-2010,360,Genius Within: The Inner Li…,Lorber Films,Documentary,162122,20547
4986,24-04-2015,400,After the Ball,Freestyle Releasing,Romantic Comedy,161820,19195
4987,04-08-2023,336,The Highest of Stakes,Indican Pictures,Documentary,161313,14964
4988,12-05-2023,337,The Starling Girl,Bleecker Street,Drama,161290,14961
4989,24-03-2023,338,¡Que viva México!,Sony Pictures,Comedy,161222,14956
4990,27-09-2013,347,On The Job,Well Go USA,Thriller/Suspense,161217,19829
4991,02-12-2011,368,Pastorela,Lionsgate,Comedy,161194,20327
4992,10-05-2017,375,Manifesto,FilmRise,Drama,161101,17959
4993,13-11-2020,176,Ammonite,Neon,Drama,160930,17530
4994,18-07-2008,339,Mamma Mia!,Universal,Musical,160905,14926
4995,29-04-2022,250,Vortex,Utopia,Drama,160892,15279
4996,29-07-2022,251,Resurrection,IFC Films,Thriller/Suspense,160866,15276
4997,11-11-2016,381,The Love Witch,Oscilloscope Pict…,Comedy,160747,18583
4998,07-04-2023,340,La Usurpadora,Pantelion Films,Musical,160527,14891
4999,20-12-2013,348,The Past,Sony Pictures Cla…,Drama,160213,19706
5000,12-09-2014,372,Pirates,Well Go USA,Adventure,160133,19600
5001,13-05-2016,382,Sunset Song,Magnolia Pictures,Drama,159714,18464
5002,30-07-2010,361,71: Into the Fire,,Drama,159335,20194
5003,02-04-2021,202,Shiva Baby,Utopia,Comedy,159294,15663
5004,02-08-2019,371,Them That Follow,1091 Media,Thriller/Suspense,159218,17381
5005,02-10-2020,177,A Call to Spy,IFC Films,Drama,159014,17321
5006,20-10-2017,395,Only the Brave,Sony Pictures,Drama,158763,17427
5007,21-11-2014,373,A Girl Walks Home Alone at …,Kino Lorber,Horror,158707,19425
5008,14-01-2015,401,Human Capital,Film Movement,Drama,158549,18807
5009,18-12-2015,402,Son of Saul,Sony Pictures Cla…,Drama,158534,18805
5010,03-06-2016,383,The Witness,FilmRise,Documentary,158527,18326
5011,12-10-2012,358,The Big Picture,MPI Media Group,Drama,158411,19900
5012,13-03-1992,384,Howards End,Sony Pictures Cla…,Drama,158317,18302
5013,21-01-2011,369,The Housemaid,IFC Films,Thriller/Suspense,157961,19919
5014,13-09-2013,349,Mother of George,Oscilloscope Pict…,Drama,157937,19426
5015,02-10-2015,403,Hell & Back,Freestyle Releasing,Adventure,157768,18715
5016,04-10-2013,350,A.C.O.D.,Film Arcade,Comedy,157690,19396
5017,27-04-2016,385,Eva Hesse,Zeitgeist,Documentary,157481,18205
5018,27-04-2012,359,Elles,Kino Lorber,Drama,157427,19777
5019,14-11-2014,404,The Homesman,Roadside Attractions,Western,157192,18646
5020,18-01-2013,351,LUV,Indomina Releasing,Drama,156996,19310
5021,01-03-2013,374,Ernest & Celestine,Mongrel Media,Adventure,156644,19173
5022,11-04-2012,360,DeadTime,Nocturnal Features,Horror,156072,19607
5023,24-11-2017,376,Bombshell: The Hedy Lamarr …,Zeitgeist,Documentary,156011,17392
5024,05-05-2017,377,Three Generations,Weinstein Co.,Drama,155936,17384
5025,30-06-2017,378,13 Minutes,Sony Pictures Cla…,Drama,155897,17379
5026,21-03-2019,372,Money,CJ Entertainment,Drama,155732,17001
5027,16-10-2015,405,Experimenter,Magnolia Pictures,Drama,155575,18454
5028,10-04-2015,406,Desert Dancer,Relativity,Drama,155271,18418
5029,26-01-2024,309,The Peasants,Sony Pictures Cla…,Drama,155188,14395
5030,07-04-1974,252,The Conversation,Paramount Pictures,Thriller/Suspense,154909,14711
5031,18-01-2012,361,Crazy Horse,Zipporah,Documentary,154691,19433
5032,02-09-2011,370,A Good Old Fashioned Orgy,Samuel Goldwyn Films,Comedy,154604,19496
5033,30-04-2010,371,Millénium 3 - La reine du p…,Alliance Atlantis,Thriller/Suspense,154599,19495
5034,05-08-2011,372,Magic Trip,Magnolia Pictures,Documentary,154521,19485
5035,04-04-2014,375,9 mois ferme,Mongrel Media,Comedy,154485,18908
5036,05-01-2024,310,Weak Layers,Greenwich,Comedy,154445,14326
5037,30-01-2015,407,Buen dia Ramon,20th Century Fox,Drama,154356,18310
5038,06-06-2014,376,Citizen Koch,Variance Films,Documentary,153908,18838
5039,21-09-2018,396,Batti Gul Meter Chalu,Eros Entertainment,Drama,153847,16887
5040,29-06-2012,362,Unforgivable,Mongrel Media,Drama,153785,19319
5041,21-06-2013,352,Somm,Samuel Goldwyn Films,Documentary,153620,18895
5042,30-11-2018,373,The Possession of Hannah Grace,Sony Pictures,Horror,153478,16755
5043,04-04-2014,377,Alan Partridge,Magnolia Pictures,Comedy,153426,18779
5044,13-05-2011,373,Decisions,Self Distributed,Drama,153280,19329
5045,19-03-2010,341,Hubble 3D,Warner Bros.,Documentary,152985,14192
5046,29-10-2010,362,Welcome to the Rileys,Samuel Goldwyn Films,Drama,152857,19373
5047,12-05-2023,342,Monica,IFC Films,Drama,152619,14157
5048,30-03-2011,374,The Four Times,Lorber Films,Drama,152530,19234
5049,17-04-2013,353,Deceptive Practice: The Mys…,Kino Lorber,Documentary,152449,18751
5050,12-08-2011,375,Sex and Zen: Extreme Ecstasy,China Lion Film D…,Comedy,152365,19213
5051,07-04-1974,311,The Conversation,Paramount Pictures,Thriller/Suspense,152288,14126
5052,06-11-2020,178,The Dark and The Wicked,RLJ Entertainment,Horror,152261,16586
5053,09-08-2013,354,Snake and Mongoose,Rocky Mountain Pi…,Drama,152223,18723
5054,24-05-2019,374,Halston,1091 Media,Documentary,151991,16592
5055,23-12-2022,253,Women Talking,United Artists,Drama,151987,14433
5056,05-04-2019,375,Peterloo,Amazon Studios,Drama,151971,16590
5057,23-07-2024,312,The Good Half,Utopia,Comedy,151894,14090
5058,29-08-2016,386,Generation Found,Gathr Films,Documentary,151751,17543
5059,24-09-1993,343,Dazed and Confused,Universal,Comedy,151735,14076
5060,10-03-2023,344,I Like Movies,Mongrel Media,Comedy,151722,14074
5061,05-02-2010,363,The Red Riding Trilogy: 1983,IFC Films,Drama,151644,19219
5062,24-07-2015,408,Samba,Entertainment One,Comedy,151530,17975
5063,15-09-2017,379,Ex Libris: The New York Pub…,Zipporah,Documentary,151356,16873
5064,31-07-2019,376,Jay Myself,Oscilloscope Pict…,Documentary,151331,16520
5065,30-08-2019,377,Before You Know It,1091 Media,Comedy,151307,16518
5066,24-06-2011,376,Beginning of the Great Revival,China Lion Film D…,Drama,151305,19080
5067,01-09-2010,364,My Dog Tulip,New Yorker,Drama,151258,19170
5068,30-11-2012,363,Hecho en México,Lionsgate,Documentary,151133,18986
5069,07-04-2017,380,The Void,Screen Media Films,Horror,151042,16838
5070,22-04-2022,254,Hit the Road,Kino Lorber,Drama,151018,14341
5071,20-11-2015,387,The Night Before,Sony Pictures,Comedy,150899,17444
5072,14-10-2011,377,Revenge of the Electric Car,Mongrel Media,Documentary,150886,19027
5073,03-05-2019,378,The River and the Wall,Gravitas Ventures,Documentary,150816,16464
5074,08-09-2017,381,The Unknown Girl,IFC Films,Drama,150579,16786
5075,17-06-2015,409,The Tribe,Drafthouse Films,Drama,150565,17860
5076,03-11-2017,382,Blade of the Immortal,Magnolia Pictures,Action,150532,16781
5077,28-04-2023,345,32 Sounds,Abramorama Films,Documentary,150528,13963
5078,06-12-2019,379,The Whistleblower,CMC Pictures,Action,150481,16428
5079,09-06-2014,378,A Coffee in Berlin,Music Box Films,Drama,150275,18393
5080,09-09-2016,388,Kicks,Focus World,Adventure,150191,17363
5081,12-10-2012,364,Simon & The Oaks,Film Arcade,Drama,150109,18857
5082,19-04-2019,380,Little Woods,Neon,Western,150010,16376
5083,23-04-2014,379,From the Rough,Freestyle Releasing,Drama,150000,18359
5084,08-08-2014,380,James Cameron’s Deepsea Cha…,DisruptiveLA,Documentary,149879,18345
5085,16-09-2022,346,The Woman King,Sony Pictures,Action,149862,13902
5086,10-07-2015,410,Forever Young,China Lion Film D…,Comedy,149761,17765
5087,22-07-2022,255,"My Donkey, My Lover & I",Greenwich,Comedy,149621,14209
5088,04-11-2009,365,La Danse,Zipporah,Documentary,149561,18955
5089,15-06-2018,397,Eating Animals,Sundance Selects,Documentary,149384,16398
5090,03-02-2016,389,Rams,Cohen Media Group,Drama,149250,17254
5091,19-10-2016,390,Michael Moore in TrumpLand,Self Distributed,Concert/Perfor…,149090,17235
5092,04-11-2016,347,Trolls,20th Century Fox,Adventure,149025,13824
5093,05-08-2011,378,Gun Hill Road,Motion Film Group,Drama,148994,18788
5094,05-02-2010,366,The Red Riding Trilogy,IFC Films,Drama,148826,18862
5095,20-04-2018,398,Ghost Stories,IFC Midnight,Horror,148747,16328
5096,14-06-2019,381,Hampstead,IFC Films,Drama,148636,16226
5097,28-09-2018,399,Bad Reputation,Magnolia Pictures,Documentary,148568,16308
5098,28-04-1968,382,War and Peace,Continental Distr…,Drama,148557,16218
5099,14-09-2018,400,Museum,YouTube,Drama,148505,16301
5100,17-05-2019,383,Trial by Fire,Roadside Attractions,Drama,148504,16212
5101,14-08-2013,355,The Patience Stone,Sony Pictures Cla…,Comedy,148408,18254
5102,16-03-2018,401,Journey’s End,Good Deed Enterta…,Drama,148275,16276
5103,19-11-2010,402,Harry Potter and the Deathl…,Warner Bros.,Adventure,148263,16275
5104,12-04-2019,384,Dogman,Magnolia Pictures,Thriller/Suspense,148225,16181
5105,02-10-2020,203,Heaven,LAMA Distribution,Drama,148091,14561
5106,23-06-2023,348,The Last Rider,Roadside Attractions,Documentary,147979,13727
5107,16-12-2009,367,A Town Called Panic,Zeitgeist,Adventure,147967,18753
5108,07-08-1974,349,The Wicker Man,Warner Bros.,Horror,147901,13719
5109,23-05-2017,383,Restless Creature: Wendy Wh…,Abramorama Films,Documentary,147780,16474
5110,22-10-2021,256,The French Dispatch,Searchlight Pictures,Comedy,147605,14017
5111,03-12-2021,204,Wolf,Focus Features,Drama,147595,14513
5112,13-02-2015,411,The Last Five Years,RADiUS-TWC,Musical,147299,17473
5113,12-02-2016,391,Touched With Fire,Roadside Attractions,Drama,146487,16934
5114,16-04-2021,205,SAS: Red Notice,Vertical Entertai…,Action,146329,14388
5115,08-06-2012,365,Deadly Renovations,Nocturnal Features,Horror,146146,18360
5116,11-05-2012,366,I Wish,Magnolia Pictures,Drama,145808,18317
5117,07-06-2019,385,Framing John DeLorean,Sundance Selects,Documentary,145626,15898
5118,07-07-2017,384,The Last Dalai Lama?,Matson,Documentary,145513,16222
5119,15-10-2021,206,Bergman Island,IFC Films,Drama,145191,14276
5120,08-10-2021,207,Mass,Bleecker Street,Drama,145175,14274
5121,22-11-2013,356,Narco Cultura,Cinedigm,Documentary,145088,17846
5122,22-08-2016,392,Seed: The Untold Story,Collective Eye,Documentary,145001,16763
5123,23-12-2022,350,No Bears,Janus Films,Drama,144975,13448
5124,26-03-2010,368,Prince,Viva Entertainment,,144826,18355
5125,18-03-2016,393,Krisha,A24,Drama,144822,16742
5126,18-06-1999,313,Run Lola Run,Sony Pictures Cla…,Thriller/Suspense,144758,13428
5127,17-11-2023,314,Thanksgiving,Sony Pictures,Horror,144612,13414
5128,06-03-2020,179,The Burnt Orange Heresy,Sony Pictures Cla…,Thriller/Suspense,144201,15708
5129,05-10-2018,403,The Great Buster,Cohen Media Group,Documentary,144199,15828
5130,20-11-2020,180,Always & Forever,RLJ Entertainment,Thriller/Suspense,144161,15703
5131,10-08-2012,367,From Beneath,Nocturnal Features,Thriller/Suspense,144123,18105
5132,29-04-2022,257,Firebird,Roadside Attractions,Drama,144118,13686
5133,21-05-2010,369,The Father of My Children,IFC Films,Drama,144022,18253
5134,23-09-2011,379,Thunder Soul,Roadside Attractions,Documentary,143986,18157
5135,02-11-2012,368,'Luv Shuv Tey Chicken Khurana,UTV Communications,Comedy,143900,18077
5136,17-06-2022,258,The Witch 2: The Other One,Well Go USA,Horror,143723,13648
5137,05-02-2021,208,The Reckoning,RLJ Entertainment,Horror,143532,14113
5138,28-02-2020,181,Wendy,Searchlight Pictures,Drama,143518,15633
5139,04-10-2017,385,Chavela,Music Box Films,Documentary,143454,15992
5140,29-07-2016,394,League of Gods,Sony Pictures,Action,143430,16581
5141,04-12-2013,381,Out of the Furnace,Relativity,Drama,143313,17541
5142,30-09-2016,386,A Man Called Ove,Music Box Films,Comedy,143309,15976
5143,07-02-2014,382,Kids for Cash,SenArt Films,Documentary,143178,17524
5144,14-10-2011,369,The Skin I Live In,Sony Pictures Cla…,Thriller/Suspense,143085,17975
5145,09-04-2021,209,Held,Magnolia Pictures,Horror,142817,14042
5146,21-11-2018,404,The World Before Your Feet,Greenwich,Documentary,142789,15673
5147,17-02-2012,370,Bullhead,Drafthouse Films,Drama,142616,17916
5148,28-05-2010,370,Only thr Brave,Indican Pictures,,142403,18048
5149,18-03-2011,380,Nostalgia for the Light,Icarus Films,Documentary,142285,17942
5150,02-11-2012,371,This Must Be the Place,Weinstein Co.,Black Comedy,142242,17869
5151,04-08-2023,351,Ransomed,Well Go USA,Action,142101,13181
5152,24-02-2023,352,Path Of The Panther,,Documentary,142012,13173
5153,03-05-2013,357,Free the Mind,International Fil…,Documentary,142008,17467
5154,25-01-2013,358,John Dies at the End,Magnet Pictures,Black Comedy,141951,17460
5155,07-10-2011,381,Human Centipede 2: The Full…,IFC Films,Horror,141877,17891
5156,27-11-2015,395,Janis: Little Girl Blue,FilmRise,Documentary,141679,16379
5157,10-03-2023,353,The Magic Flute,Shout! Factory,Adventure,141143,13093
5158,15-01-2010,371,Hausu,Janus Films,Horror,140750,17839
5159,09-04-2010,372,The Cremaster Cycle,International Fil…,Drama,140666,17828
5160,30-08-2024,315,Tokyo Cowboy,Purdie Distribution,Drama,140628,13045
5161,01-12-2017,387,The Other Side of Hope,Janus Films,Comedy,140581,15672
5162,16-12-2016,396,Neruda,The Orchard,Drama,140451,16237
5163,10-02-2023,354,iMordecai,Greenwich,Drama,140399,13024
5164,25-12-2014,383,Leviathan,Sony Pictures Cla…,Drama,140361,17180
5165,02-12-2016,388,Things to Come,IFC Films,Drama,140332,15644
5166,31-01-2020,182,Incitement,Greenwich,Thriller/Suspense,140306,15283
5167,24-04-2015,412,Kurt Cobain: Montage Of Heck,HBO Documentary F…,Documentary,140208,16632
5168,26-01-2010,373,The Weathered Underground,Indican Pictures,Multiple Genres,140091,17755
5169,26-07-2024,316,Raayan,,Action,140000,12987
5170,18-11-2011,382,Eames: The Architect and th…,First Run Features,Documentary,139813,17630
5171,28-01-2011,383,Dil Toh Baccha Hai Ji,Viva Entertainment,Comedy,139770,17625
5172,10-07-2020,183,Archive,Vertical Entertai…,,139593,15206
5173,11-09-2015,413,A Brilliant Young Mind,Samuel Goldwyn Films,Drama,139511,16549
5174,29-09-2023,355,The Kill Room,Shout! Factory,Thriller/Suspense,139358,12927
5175,28-02-2020,184,Burden,101 Studios,Drama,139270,15171
5176,22-01-2021,210,No Man’s Land,IFC Films,Western,139221,13689
5177,18-10-2020,185,Lupin III: The First,GKIDS,Adventure,139066,15148
5178,01-06-2012,372,High School,Anchor Bay Entert…,Comedy,139034,17466
5179,28-03-2014,384,Mistaken for Strangers,Abramorama Films,Documentary,138991,17012
5180,06-09-2013,359,Good Ol' Freda,Magnolia Pictures,Documentary,138811,17073
5181,04-02-2011,384,Cold Weather,IFC Films,Thriller/Suspense,138755,17497
5182,18-08-2023,356,Birth/Rebirth,IFC Films,Horror,138617,12858
5183,06-10-2017,389,The Fortress,CJ Entertainment,Drama,138486,15438
5184,17-08-1979,386,The Life of Brian,Warner Bros.,Comedy,138071,15073
5185,18-01-2019,387,Who Will Write Our History,Abramorama Films,Documentary,138039,15069
5186,12-11-2022,259,UFC 281: Adesanya vs. Pereia,Iconic Releasing,Concert/Perfor…,138000,13105
5187,19-04-2019,388,Rafiki,Film Movement,Drama,137968,15062
5188,30-06-2010,374,Love Ranch,,Drama,137885,17475
5189,21-12-2018,389,The Last Resort,Kino Lorber,Documentary,137857,15049
5190,18-09-2020,186,The Nest,IFC Films,Drama,137852,15016
5191,29-08-2014,385,The Congress,Drafthouse Films,Drama,137815,16868
5192,06-03-2020,187,Beneath Us,NME,Horror,137260,14952
5193,03-04-2015,414,5 to 7,IFC Films,Romantic Comedy,137112,16264
5194,07-10-2011,373,The Ides of March,Sony Pictures,Drama,136922,17201
5195,08-12-2023,357,Unit 262,Indican Pictures,Action,136859,12695
5196,14-09-2012,374,Slaughter Creek,Nocturnal Features,Horror,136815,17187
5197,18-10-2013,360,American Promise,Rada Film Group,Documentary,136385,16775
5198,20-12-2019,188,Ashfall,CJ Entertainment,Action,136379,14856
5199,11-04-2014,386,Dancing in Jaffa,IFC Films,Documentary,136257,16677
5200,14-10-2011,385,Labios Rojos,Lionsgate,Comedy,136163,17170
5201,20-04-2012,415,To the Arctic 3D,Warner Bros.,Documentary,136146,16150
5202,11-04-2012,375,The Lady,Cohen Media Group,Drama,135985,17083
5203,01-03-2013,361,Ernest & Celestine,Mongrel Media,Adventure,135918,16718
5204,07-10-2011,386,1911,Variance Films,Drama,135739,17117
5205,15-10-2010,375,Carlos,IFC Films,Drama,135526,17176
5206,20-03-2015,416,La Sapienza,Kino Lorber,Drama,135392,16060
5207,24-06-2016,397,The Kind Words,Strand Releasing,Drama,135382,15651
5208,02-04-1968,387,2001: A Space Odyssey,MGM,Adventure,135370,16569
5209,12-02-2016,398,Tumbledown,Starz Digital Media,Romantic Comedy,135026,15609
5210,08-08-2014,388,Aa Gaye Munde U.K. De,Yash Raj Films,Romantic Comedy,135000,16523
